,time,d2b,b2d
0,0.0,27.37168210615817,19.09870837487754
1,2.0100502512562812,27.14096403428662,20.27163178696609
2,4.0201005025125625,26.564578197457664,21.315053148144756
3,6.030150753768844,25.620455866680494,22.128773081425074
4,8.040201005025125,24.37284282282002,22.648691648058037
5,10.050251256281406,22.951476711138277,22.866289926882164
6,12.060301507537687,21.485273070650273,22.820964557041922
7,14.070351758793969,20.061334331735665,22.575226825998907
8,16.08040201005025,18.72372793779106,22.191686417495774
9,18.09045226130653,17.487889487743132,21.721226068168388
10,20.100502512562812,16.35394896542177,21.200645960509075
11,22.110552763819094,15.315109346227691,20.65480028250638
12,24.120603015075375,14.36211322285525,20.099779933676768
13,26.130653266331656,13.485393288501548,19.54569293285763
14,28.140703517587937,12.67059823845896,19.005216323311462
15,30.15075376884422,11.906097437324693,18.48324461937699
16,32.1608040201005,11.194579155098959,17.970023897433116
17,34.17085427135678,10.530225960661587,17.467452938165206
18,36.18090452261306,9.907935532641378,16.976532006019166
19,38.19095477386934,9.323259637985801,16.497678220318896
20,40.201005025125625,8.772328877180959,16.03093320764276
21,42.211055276381906,8.251776974477234,15.576100014616216
22,44.22110552763819,7.75867077586149,15.132833532800852
23,46.23115577889447,7.290448230286943,14.70070025090752
24,48.24120603015075,6.844864717073829,14.279217656922063
25,50.25125628140703,6.4199472036307945,13.867880057872153
26,52.26130653266331,6.0139553705035915,13.46617528266044
27,54.27135678391959,5.625348758552895,13.073595235756368
28,56.281407035175874,5.2527590353861235,12.689642289146263
29,58.291457286432156,4.894966572207467,12.313832853522326
30,60.30150753768844,4.550880631273843,11.945699040380752
31,62.31155778894472,4.219522570543895,11.584789039673115
32,64.321608040201,3.900011568277864,11.230666644708275
33,66.33165829145727,3.5915524537863823,10.882910225838103
34,68.34170854271356,3.2934253012256045,10.541111366590371
35,70.35175879396985,3.0049765023921755,10.204873316793197
36,72.36180904522612,2.725611083382689,9.873809377822473
37,74.3718592964824,2.454786070292443,9.547541309272878
38,76.38190954773869,2.192004742265942,9.22569782988475
39,78.39195979899498,1.936811637430642,8.90791327546427
40,80.40201005025125,1.6887881996079637,8.593826470610935
41,82.41206030150752,1.447548972089521,8.28307986759
42,84.42211055276381,1.212738259920541,7.975319003203422
43,86.4321608040201,0.9840271946436365,7.670192321680533
44,88.44221105527637,0.7611111458099374,7.367351407093449
45,90.45226130653265,0.5437074321548662,7.06645166118737
46,92.46231155778894,0.33155329248261634,6.76715345024774
47,94.47236180904522,0.12440408226532498,6.4691237259695145
48,96.4824120603015,-0.07796833304864438,6.172038098322718
49,98.49246231155777,-0.2757770128380074,5.875583301036307
50,100.50251256281406,-0.4692212255224168,5.579459940422668
51,102.51256281407035,-0.6584876005142865,5.283385353942956
52,104.52261306532662,-0.8437511637216755,4.987096325069399
53,106.5326633165829,-1.0251762702813219,4.690351306387725
54,108.54271356783919,-1.21915482089664,4.43588867567322
55,110.55276381909547,-1.4217185539094963,4.207752500866838
56,112.56281407035175,-1.6205701060991653,3.9718154221067503
57,114.57286432160802,-1.8157843621706504,3.728002220940307
58,116.58291457286431,-2.0074385324859674,3.476151446113975
59,118.5929648241206,-2.1956114770566013,3.2159990119959647
60,120.60301507537687,-2.38038311811209,2.947156718229227
61,122.61306532663315,-2.561833932190069,2.66908374762379
62,124.62311557788944,-2.7400445133613665,2.381048417742125
63,126.63316582914572,-2.9011302709218594,2.1178537866377227
64,128.643216080402,-3.0014182307954007,1.9926348370757576
65,130.65326633165827,-3.1012506068984353,1.8522545786302358
66,132.66331658291455,-3.200569358029723,1.6974366080915289
67,134.67336683417085,-3.2993198432771553,1.5293112312850907
68,136.68341708542712,-3.3974509061355613,1.34947064858738
69,138.6934673366834,-3.494914935772569,1.1599924910638713
70,140.7035175879397,-3.591667905618909,0.9633929515029012
71,142.71356783919597,-3.6876693897117874,0.762459914022603
72,144.72361809045225,-3.7828825574596774,0.5599285760120688
73,146.73366834170852,-3.8772741477181243,0.35801378140510887
74,148.7437185929648,-3.970814423266989,0.15789692734317767
75,150.7537688442211,-4.063477106955604,-0.04066318671824268
76,152.76381909547737,-4.155239300931253,-0.23942629801484455
77,154.77386934673365,-4.246081390487478,-0.4414064864959112
78,156.78391959798995,-4.335986934159917,-0.6503407437888027
79,158.79396984924622,-4.424942541759586,-0.870086392994978
80,160.8040201005025,-4.512937742066753,-1.104119526913173
81,162.81407035175877,-4.599964841914298,-1.355212750775137
